ID	City	State	Latitude	Longitude	MeanAnnual Temperature	MeanAnnualPrecipitation	NetPrimaryProductivity	Elevation	Residence	NumberBedroooms
424	Carrboro	NC	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	3
425	Durham	NC	35.9	-79.0	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
426	Topeka 	KS	39.0	-95.8	12.34373089	72.97117737	0.814619926	316.5869446	One-family house detached from any other house	4
427	Baltimore	MD	39.3	-76.7	12.43012232	89.19495413	1.041944274	92.84095764	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
428	Broxton	GA	31.7	-82.9	18.88845566	101.3146024	2.469298906	66.7444458	One-family house detached from any other house	2
429	Stem	NC	36.2	-78.7	14.54518349	92.76712538	2.011053903	137.7061157	One-family house detached from any other house	2
430	grand island	NY	43.0	-78.9	8.608792049	67.8601682	1.065982742	123.3691635	One-family house detached from any other house	4
431	Westville	OK	36.0	-94.6	15.30030581	89.56972477	1.065036345	288.0969543	One-family house detached from any other house	3
432	Rancho Cucamonga	CA	34.1	-117.6	11.98409786	47.55840979	1.13715173	1048.727539	Duplex or two-family house (designed for two families)	3
433	Barboursville	VA	38.2	-78.4	13.49181957	87.03302752	2.043231376	194.8988953	One-family house detached from any other house	4
434	Franklin	IN	39.4	-86.0	11.52247706	87.31085627	1.085099943	225.4174957	One-family house detached from any other house	3
435	Durham	NC	35.9	-78.9	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
436	Bothell	WA	47.7	-122.2	11.1014526	79.94380734	2.608986975	84.25081635	One-family house detached from any other house	3
437	Lynchburg	VA	37.4	-79.2	13.87331804	84.83990826	2.352892185	229.5341644	One-family house detached from any other house	3
438	Las Vegas	NV	36.3	-115.2	17.15512232	11.21391437	0.206655058	991.2583618	One-family house detached from any other house	3
439	Cherry Valley	NY	42.8	-74.8	6.766437309	88.5733945	2.183676564	429.188324	One-family house detached from any other house	5
440	tryon	NC	35.2	-82.1	14.38103976	113.0635321	2.182730162	448.561676	One-family house detached from any other house	3
441	oakland	CA	37.8	-122.3	14.09617737	41.10183486	1.87041945	115.6696014	Duplex or two-family house (designed for two families)	2
442	Scotts Valley	CA	37.1	-122.0	13.79136086	51.00313456	2.171941254	253.009201	One-family house detached from any other house	4
443	chester 	SC	34.8	-81.2	16.70795107	97.02775229	1.553755301	157.1413879	One-family house detached from any other house	2
444	Ladonia	TX	33.4	-95.9	17.82262997	88.32477064	1.202453058	152.4450073	One-family house detached from any other house	3
445	Clatskanie	OR	46.2	-123.2	9.332415902	129.1902141	2.896691404	276.848938	"Low rise apartment (multiple units, with 4 or fewer stories)"	6 or more
446	Raleigh	NC	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
447	Gainesville	FL	29.7	-82.3	20.72599388	115.0859327	3.247236528	36.76833344	One-family house detached from any other house	3
448	Milwaukee	WI	43.1	-87.9	7.990061162	63.14136086	NA	187.468338	Duplex or two-family house (designed for two families)	3
450	Hartwell	GA	34.3	-83.0	16.63639144	103.5206422	1.890672313	189.2022247	One-family house detached from any other house	3
451	Hamilton	NJ	40.2	-74.7	11.35496942	95.97515291	2.082980009	41.57500076	One-family house detached from any other house	4
452	Silver Spring	MD	39.0	-77.0	12.51139144	88.78639144	1.81817838	137.5811157	One-family house detached from any other house	3
453	Brighton	MA	42.3	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
454	Alford	MA	42.3	-73.4	7.741896024	99.82844037	2.121403695	394.9091797	One-family house detached from any other house	2
455	youngsville	NC	35.9	-78.4	15.43333333	101.2742355	2.156420352	71.52583313	One-family house detached from any other house	3
456	Morgan City	LA	29.7	-91.3	20.40015291	134.3	1.562651425	1.106382966	One-family house detached from any other house	3
457	Charlotte	NC	35.2	-80.8	16.00198777	93.89120795	1.29519988	201.6608276	One-family house detached from any other house	4
458	Garner	NC	35.7	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	One-family house detached from any other house	3
459	Gainesville	FL	29.6	-82.4	20.72599388	115.0859327	3.247236528	36.76833344	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
460	Atlanta	GA	33.7	-84.4	16.65221713	102.9034404	2.095661718	274.2244568	One-family house detached from any other house	2
461	Scottsville	VA	37.8	-78.5	14.27522936	84.47683486	1.514006662	113.5241699	One-family house detached from any other house	3
462	Waverly	PA	41.5	-75.7	8.354892966	78.0030581	1.668079956	414.5877686	One-family house detached from any other house	6 or more
463	Alfred	NY	42.2	-77.8	6.396559633	81.04740061	1.191853424	568.6791382	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
464	Bristol	CT	41.7	-72.9	9.477905199	95.34373089	2.113075408	97.82694244	One-family house detached from any other house	3
465	Cary	NC	35.8	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
466	Oxford 	OH	39.5	-84.7	10.77943425	83.16314985	0.993678073	313.1816711	One-family house detached from any other house	3
467	Jamaica Plain	MA	42.3	-71.1	9.388990826	94.63203364	NA	52.88596344	"Low rise apartment (multiple units, with 4 or fewer stories)"	3
468	New Haven	CT	41.3	-72.9	10.34686544	95.24885321	2.060077225	71.99263763	"High rise apartment (multiple units, with 5 or more stories)"	2
469	cleveland	MS	33.7	-90.7	17.32943425	108.7146024	1.240498185	40.30333328	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
470	Fort Myers	FL	26.6	-81.9	23.39021407	111.2025994	2.157934589	8.213375092	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
471	Frederick	MD	39.4	-77.5	12.51139144	88.78639144	1.209267119	137.5811157	One-family house detached from any other house	4
472	Matthews	NC	35.1	-80.7	16.00198777	93.89120795	1.739248934	201.6608276	One-family house detached from any other house	3
473	Livingston	MT	45.6	-110.6	5.189678899	39.41597859	0.491331013	1787.723633	One-family house detached from any other house	4
474	Charlotte	NC	35.2	-80.8	16.00198777	93.89120795	1.29519988	201.6608276	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
475	DeKalb	IL	41.9	-88.8	9.293730887	70.24816514	0.941437009	238.2258301	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
476	ELMHURST	IL	41.9	-87.9	9.759174312	71.12874618	NA	193.5566711	One-family house detached from any other house	4
478	Port Washington	WI	43.4	-87.9	7.990061162	63.14136086	1.151347664	187.468338	One-family house detached from any other house	3
479	Columbia	SC	34.0	-81.0	16.90611621	99.18990826	1.844109631	114.922226	One-family house detached from any other house	3
480	Winona	MN	43.9	-91.6	7.465214067	63.08065749	0.917398551	335.3013916	One-family house detached from any other house	1
481	Hillsborough	NC	36.2	-79.0	14.54518349	92.76712538	2.011053903	137.7061157	One-family house detached from any other house	3
482	clintwood	VA	37.2	-82.5	12.56039755	90.50022936	2.276234096	523.3805542	One-family house detached from any other house	3
483	Raleigh	NC	35.9	-78.5	15.40512232	94.05412844	2.156420352	96.75722504	One-family house detached from any other house	4
484	Garner	NC	35.7	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	One-family house detached from any other house	3
485	Portland	OR	45.5	-122.8	10.72392966	91.80917431	1.927392495	120.6025009	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
486	Cranford	NJ	40.7	-74.3	11.15	97.4837156	2.2052544	60.80302048	One-family house detached from any other house	5
487	stephenson 	VA	39.2	-78.1	11.92561162	79.51605505	1.19715324	272.7061157	Duplex or two-family house (designed for two families)	2
488	Minneapolis	MN	44.9	-93.2	7.233333333	59.23409786	0.919291337	284.1616516	One-family house detached from any other house	3
489	Austin	TX	30.2	-97.7	20.15902141	63.98692661	0.917398545	210.0549927	One-family house detached from any other house	3
490	Superior	WI	46.7	-92.1	4.333103976	57.81360856	1.97471229	336.3366699	One-family house detached from any other house	2
491	"Macomb, "	MI	42.7	-82.9	8.752599388	61.41047401	1.059168685	197.3336182	One-family house detached from any other house	3
492	Cambridge	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
493	Hickory	NC	35.8	-81.3	15.03088685	98.2733945	2.611258339	330.7252808	One-family house detached from any other house	3
494	Lexington	KY	38.0	-84.5	12.78448012	93.83784404	1.278921863	269.7555542	One-family house detached from any other house	5
495	Dearborn Heights	MI	42.3	-83.3	9.307874618	67.98195719	1.165732887	191.672226	One-family house detached from any other house	2
496	Albany	CA	37.9	-122.3	14.09617737	41.10183486	1.87041945	115.6696014	One-family house detached from any other house	2
497	New Hampton	IA	43.1	-92.3	7.603975535	68.0896789	0.928755302	370.4841614	One-family house detached from any other house	3
498	Mountain View	CA	37.4	-122.1	13.79136086	51.00313456	2.266391583	253.009201	One-family house detached from any other house	3
499	SCOTT TOWNSHIP	PA	41.5	-75.6	8.354892966	78.0030581	1.615271047	414.5877686	Duplex or two-family house (designed for two families)	1
500	Bryan	TX	30.8	-96.3	20.41727829	82.12798165	1.094374625	93.21138763	One-family house detached from any other house	3
501	Coatesville	PA	40.0	-75.8	11.8103211	92.14327217	1.691739853	81.75190735	One-family house detached from any other house	2
502	Cambridge	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	One-family house detached from any other house	4
503	Charlotte 	NC	35.0	-80.8	16.00198777	93.89120795	1.739248934	201.6608276	One-family house detached from any other house	4
504	Sunspot	NM	32.8	-105.8	11.21567278	34.46146789	1.321320413	2038.452759	Duplex or two-family house (designed for two families)	3
505	Portland	OR	45.6	-122.7	10.72392966	91.80917431	1.927392495	120.6025009	One-family house detached from any other house	2
506	Gainesville	FL	29.7	-82.3	20.72599388	115.0859327	3.247236528	36.76833344	One-family house detached from any other house	3
507	Escanaba	MI	45.8	-87.1	5.451605505	66.24701835	2.305572376	226.0319519	One-family house detached from any other house	3
508	San Jose	CA	37.3	-121.9	12.78998471	51.68119266	1.116520292	378.8544312	One-family house detached from any other house	3
509	Oakland	CA	37.8	-122.2	14.09617737	41.10183486	1.87041945	115.6696014	One-family house detached from any other house	3
510	Denver	CO	39.7	-105.0	6.594877676	32.73715596	0.720737433	2119.006104	One-family house detached from any other house	3
511	Madison	AL	34.7	-86.7	15.94151376	114.7675076	1.581957906	220.6450043	One-family house detached from any other house	3
512	Burlington	VT	44.5	-73.2	6.708715596	74.17110092	1.360501207	70.81639099	Duplex or two-family house (designed for two families)	2
513	Davis	CA	38.5	-121.7	15.42813456	41.17079511	0.94541187	15.96166706	One-family house detached from any other house	3
514	Fremont	CA	37.6	-122.0	14.09617737	41.10183486	1.116520292	115.6696014	One-family house detached from any other house	4
515	Morrisville	NC	35.8	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
516	pahokee	FL	26.8	-80.7	23.53287462	113.3977064	1.634577533	4.51222229	"Boat, RV, van, etc"	1
517	Perkins	OK	36.0	-97.0	16.20550459	71.10703364	0.705784373	313.6911011	One-family house detached from any other house	3
518	Spring Lake	NC	35.2	-79.0	15.98998471	99.99847095	1.824235313	53.32805634	One-family house detached from any other house	3
519	Colorado Springs	CO	38.8	-104.8	9.466513761	29.63233945	0.520290734	2004.253662	One-family house detached from any other house	3
520	Northfield	NH	43.4	-71.6	6.960091743	87.59441896	2.167398556	222.6697235	Duplex or two-family house (designed for two families)	2
521	Cambridge	MA	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	Duplex or two-family house (designed for two families)	3
522	Greensburg 	PA	40.3	-79.6	10.59304281	88.16972477	1.641202297	330.4186096	One-family house detached from any other house	3
523	Boalsburg	PA	40.8	-77.8	9.469877676	80.85925076	2.201847367	372.6585999	One-family house detached from any other house	3
524	Missoula	MT	46.9	-114.0	5.834250765	28.80466361	1.125416421	1497.740845	One-family house detached from any other house	1
525	Wilton	IA	41.6	-91.0	9.620107034	69.42721713	0.925158992	239.0658264	One-family house detached from any other house	3
526	Cave Creek 	AZ	33.8	-112.0	18.85779817	27.44740061	0.584456391	732.7105713	One-family house detached from any other house	3
527	Chapel Hill	NC	35.9	-79.0	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	5
528	Beaufort	SC	32.4	-80.7	19.1353211	106.0122324	2.820033317	2.902759552	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
529	Raleigh	NC	35.8	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	One-family house detached from any other house	4
530	Seattle	WA	47.6	-122.4	11.1014526	79.94380734	2.186705014	84.25081635	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
531	Duluth	GA	34.0	-84.2	16.65221713	102.9034404	2.095661718	274.2244568	One-family house detached from any other house	4
532	Austin	MN	43.7	-93.0	6.743730887	65.97629969	1.001438524	395.8069458	One-family house detached from any other house	3
533	Worthington	OH	40.1	-83.0	10.11330275	77.9633792	1.082828585	285.2580566	One-family house detached from any other house	4
534	Cary	NC	35.8	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	Duplex or two-family house (designed for two families)	2
535	Milford	NH	42.8	-71.6	7.73264526	92.51964832	2.227400058	205.5700073	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
536	Tampa	FL	28.0	-82.4	22.15588685	112.4344801	1.448705334	25.95861053	One-family house detached from any other house	3
537	Milwaukie	OR	45.5	-122.6	11.17729358	90.90749235	1.927392495	96.17082977	One-family house detached from any other house	2
539	Saint Peters	MO	38.8	-90.6	13.017737	77.81299694	1.078664447	169.9763947	One-family house detached from any other house	4
540	Santa Cruz	CA	37.0	-122.0	13.18310398	67.05321101	2.171941254	81.91304016	One-family house detached from any other house	3
541	Raleigh	NC	35.8	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	One-family house detached from any other house	3
542	Branson	MO	36.6	-93.3	14.54105505	90.85504587	1.950484554	328.7286072	One-family house detached from any other house	2
543	Grantsville	MD	39.6	-79.1	9.591972477	97.16070336	2.057427327	684.3983154	One-family house detached from any other house	1
544	St. Louis	MO	38.6	-90.2	13.58379205	78.43256881	1.065982738	148.6699982	One-family house detached from any other house	2
545	Gambrills	MD	39.0	-76.7	13.6970948	90.40053517	1.81817838	37.22084808	One-family house detached from any other house	4
546	Santa Barbara	CA	34.4	-119.8	14.03287462	28.1837156	1.6612659	285.3345032	Duplex or two-family house (designed for two families)	2
547	Atlanta	GA	33.9	-84.3	16.65221713	102.9034404	2.095661718	274.2244568	One-family house detached from any other house	3
548	Temple	TX	31.1	-97.4	19.59510703	66.32217125	0.87992126	175.5569458	One-family house detached from any other house	3
549	Austin	TX	30.4	-97.7	20.15902141	63.98692661	0.917398545	210.0549927	One-family house detached from any other house	3
550	SARASOTA	FL	27.3	-82.5	22.81444954	104.4943425	1.576658087	10.83112431	One-family house detached from any other house	3
551	Buckingham	VA	37.7	-78.7	13.8103211	83.39036697	2.266013008	238.8325043	One-family house detached from any other house	2
552	Moraga	CA	37.9	-122.1	14.09617737	41.10183486	1.87041945	115.6696014	One-family house detached from any other house	3
553	Rolling Hills Estates	CA	33.8	-118.4	16.55206422	24.44931193	1.220434586	35.27723312	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
554	Colchester	VT	44.5	-73.2	6.708715596	74.17110092	1.360501207	70.81639099	One-family house detached from any other house	4
555	Eldorado	IL	37.8	-88.4	13.97438838	95.6587156	1.002195638	127.8700027	One-family house detached from any other house	3
556	Greensboro	NC	36.0	-79.8	14.56414373	88.55282875	1.67546184	225.6538849	One-family house detached from any other house	2
557	Vallejo	CA	38.1	-122.3	14.24908257	60.2470948	1.87041945	143.1794128	Duplex or two-family house (designed for two families)	2
558	los angeles	CA	34.1	-118.3	13.37056575	39.35022936	1.220434586	619.3668823	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
559	NEW HARTFORD	NY	43.1	-75.3	6.514525994	93.27316514	1.433562996	301.5666809	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
560	Winston-Salem	NC	36.1	-80.3	14.2883792	90.05229358	2.060455779	275.8555603	One-family house detached from any other house	3
561	Kingston Springs	TN	36.1	-87.2	14.82522936	106.3435015	1.798114779	194.0680542	One-family house detached from any other house	3
562	Mount Horeb	WI	43.0	-89.6	7.131957187	66.57591743	0.996327977	294.9661255	One-family house detached from any other house	3
563	Portland	OR	45.5	-122.7	10.72392966	91.80917431	1.927392495	120.6025009	One-family house detached from any other house	3
564	Port St Lucie	FL	27.3	-80.3	23.22836391	114.6227064	NA	5.639574051	One-family house detached from any other house	3
565	Fayetteville	NC	35.0	-78.9	15.98998471	99.99847095	1.314317073	53.32805634	One-family house detached from any other house	3
566	Cedar Park	TX	30.5	-97.9	20.15902141	63.98692661	0.917398545	210.0549927	One-family house detached from any other house	4
567	Houston 	TX	29.8	-95.4	20.45542813	93.55756881	2.567534829	14.17661858	"High rise apartment (multiple units, with 5 or more stories)"	1
569	New Castle	DE	39.7	-75.6	11.8103211	92.14327217	1.236334048	81.75190735	One-family house detached from any other house	2
570	Feasterville	PA	40.2	-75.0	11.35496942	95.97515291	2.082980009	41.57500076	One-family house detached from any other house	4
571	Raleigh	NC	35.9	-78.6	15.40512232	94.05412844	2.156420352	96.75722504	One-family house detached from any other house	3
572	Knoxville	TN	35.9	-83.9	13.88509174	106.1841743	1.977740765	523.4371948	One-family house detached from any other house	3
573	Saint Paul	MN	44.9	-93.2	7.233333333	59.23409786	0.919291337	284.1616516	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
574	Orlando	FL	28.6	-81.4	21.99166667	115.6674312	2.152256217	14.28972244	One-family house detached from any other house	3
575	Mount Horeb	WI	43.0	-89.7	7.131957187	66.57591743	0.996327977	294.9661255	One-family house detached from any other house	4
576	Colorado Springs	CO	38.8	-104.9	9.466513761	29.63233945	0.520290734	2004.253662	One-family house detached from any other house	5
577	Kitty Hawk	NC	36.1	-75.7	15.44900612	103.991896	NA	1.396656513	One-family house detached from any other house	3
578	Chapel Hill	NC	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house detached from any other house	4
579	Denton	TX	33.2	-97.1	18.24029052	73.32125382	0.744018775	220.7477722	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
580	Miami	FL	25.6	-80.4	24.37759939	128.5626147	NA	1.923296809	One-family house detached from any other house	3
581	Oxford	NC	36.3	-78.6	14.54518349	92.76712538	1.448705327	137.7061157	One-family house detached from any other house	3
582	Cleburne	TX	32.4	-97.3	18.84579511	67.03264526	0.931783768	218.3894501	A mobile home	3
583	Ladera Ranch	CA	33.5	-117.6	16.28264526	34.18035168	1.037212298	232.911026	One-family house detached from any other house	4
584	Bisbee	AZ	31.4	-109.9	15.68608563	28.77392966	0.307162327	1400.406128	One-family house detached from any other house	2
585	Saugus	MA	42.4	-71.0	9.388990826	94.63203364	NA	52.88596344	One-family house detached from any other house	3
586	Safety Harbor	FL	28.0	-82.7	22.52897554	113.0506116	1.467443971	4.501904964	One-family house detached from any other house	3
587	Phoenix	AZ	33.5	-112.0	20.02224771	19.43876147	0.286909448	523.6925049	One-family house detached from any other house	3
588	Vero Beach	FL	27.6	-80.4	22.5911315	108.9124618	NA	4.849117279	One-family house detached from any other house	4
589	Fayetteville	WV	38.1	-81.1	12.32943425	91.18149847	2.523054217	400.546936	One-family house detached from any other house	2
590	Gainesville	FL	29.7	-82.4	20.72599388	115.0859327	3.247236528	36.76833344	One-family house detached from any other house	3
591	West Burlington	IA	40.8	-91.2	10.59816514	72.57324159	0.990081776	197.6488953	One-family house detached from any other house	3
592	Utica	NY	43.1	-75.3	6.514525994	93.27316514	1.433562996	301.5666809	Duplex or two-family house (designed for two families)	3
593	Milton	WI	42.8	-88.9	7.872094801	67.19847095	1.084532102	274.6097107	One-family house detached from any other house	3
594	Los Angeles	CA	34.1	-118.4	13.37056575	39.35022936	1.220434586	619.3668823	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
595	Chicopee	MA	42.1	-72.6	8.512844037	94.40588685	2.191815567	198.4830627	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
596	Palatine	IL	42.1	-88.0	8.596559633	69.1764526	NA	253.6741638	One-family house detached from any other house	4
597	Savannah	GA	32.0	-81.1	19.11391437	102.441208	2.431253787	11.96749973	One-family house detached from any other house	3
598	Vilas	NC	36.2	-81.8	11.02828746	96.86842508	1.903354024	948.1744385	One-family house detached from any other house	3
599	Wisconsin Rapids	WI	44.4	-89.7	6.042889908	65.02584098	1.13734101	314.6227722	One-family house detached from any other house	4
600	Holly Springs	NC	35.7	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
601	Rutherfordton	NC	35.3	-82.0	14.38103976	113.0635321	2.182730162	448.561676	One-family house detached from any other house	1
602	Gainesville	FL	29.7	-82.4	20.72599388	115.0859327	2.532139617	36.76833344	One-family house detached from any other house	3
603	newport beach	CA	33.6	-117.9	16.28264526	34.18035168	1.037212298	232.911026	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
604	Grassy	MO	37.3	-90.1	13.71399083	94.86001529	1.15002272	188.1783295	One-family house detached from any other house	2
606	Minneapolis	MN	44.9	-93.3	7.233333333	59.23409786	0.919291337	284.1616516	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
607	Minneapolis	MN	44.9	-93.2	7.233333333	59.23409786	0.919291337	284.1616516	One-family house detached from any other house	3
608	Kansas City	MO	39.1	-94.6	12.5912844	79.44044343	1.040240765	272.7763977	One-family house detached from any other house	5
609	Plano	TX	33.0	-96.7	18.26253823	79.21972477	0.778656872	194.1074982	One-family house detached from any other house	3
610	Coos Bay	OR	43.4	-124.2	11.68012232	115.8809633	2.284183812	110.4423523	One-family house detached from any other house	4
611	Providence	RI	41.8	-71.4	9.993501529	93.25229358	2.145063591	30.41094589	Duplex or two-family house (designed for two families)	6 or more
612	Essex Junction	VT	44.5	-73.1	6.860550459	69.90328746	2.014460925	138.5944519	One-family house detached from any other house	4
613	Asheville	NC	35.6	-82.6	10.49357798	112.8490826	2.555799501	790.3125	One-family house detached from any other house	2
614	Troy	TX	31.2	-97.3	19.59510703	66.32217125	0.972857358	175.5569458	One-family house detached from any other house	3
615	Kirkland	WA	47.7	-122.2	11.1014526	79.94380734	2.608986975	84.25081635	One-family house detached from any other house	5
616	plumerville	AR	35.2	-92.6	16.75038226	92.96123853	1.787893706	155.2997284	A mobile home	3
617	Astoria	NY	40.8	-73.9	11.81796636	92.61200306	2.213204125	23.8580265	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
618	Matthews	NC	35.1	-80.7	16.00198777	93.89120795	1.739248934	201.6608276	One-family house detached from any other house	3
619	Beverly	MA	42.6	-70.9	8.818042813	88.30993884	NA	19.12055397	One-family house detached from any other house	4
620	Lewiston	ID	46.4	-117.0	9.908256881	34.39044343	1.034183827	859.5841675	One-family house detached from any other house	3
621	Wallkill	NY	41.6	-74.1	9.274006116	94.33455657	1.980012111	246.6316681	One-family house detached from any other house	4
622	Glenwood	NM	33.3	-108.7	9.922171254	29.53608563	0.716384011	1988.788574	One-family house detached from any other house	1
623	Natchitoches	LA	31.7	-93.2	19.0351682	110.3891437	2.334910652	56.78333282	A mobile home	3
624	Shiocton	WI	44.4	-88.5	6.783256881	62.61873089	1.06465778	242.2583313	One-family house detached from any other house	4
625	Watertown	MA	42.4	-71.2	9.388990826	94.63203364	1.966573293	52.88596344	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
626	Meridian	MS	32.4	-88.7	18.00764526	115.3926606	2.125567839	115.2094421	One-family house detached from any other house	2
627	Durham	NC	36.0	-78.9	14.54518349	92.76712538	1.698932469	137.7061157	One-family house detached from any other house	4
628	San Diego	CA	32.7	-117.1	16.81697248	22.42683486	1.389839487	103.6060028	One-family house detached from any other house	2
629	CARY	NC	35.8	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
630	Hurst	TX	32.9	-97.2	18.83256881	69.65810398	0.82370533	197.8705597	One-family house detached from any other house	4
631	Carrboro	NC	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
632	Bend	OR	44.1	-121.3	8.230428135	30.24136086	0.579345851	990.0255737	One-family house detached from any other house	4
633	Overland Park	KS	39.0	-94.7	13.17729358	80.94074924	1.102135071	304.1794434	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
634	sa	CA	38.5	-122.6	13.79816514	72.84296636	2.483494848	120.170105	One-family house detached from any other house	2
635	Arlington	TX	32.8	-97.1	18.83256881	69.65810398	0.82370533	197.8705597	One-family house detached from any other house	5
636	Fort Worth	TX	32.8	-97.3	18.83256881	69.65810398	0.82370533	197.8705597	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
637	E. Greenwich	RI	41.7	-71.4	9.993501529	93.25229358	2.145063591	30.41094589	One-family house detached from any other house	2
638	delton	MI	42.5	-85.5	8.954969419	70.29801223	1.080746513	255.1641693	One-family house detached from any other house	3
639	Arlington	VA	38.9	-77.2	14.01888379	87.26605505	1.25412629	64.78483582	One-family house detached from any other house	3
640	Rainier	OR	46.1	-123.1	9.332415902	129.1902141	2.774417026	276.848938	One-family house detached from any other house	3
641	Fort Worth	TX	32.7	-97.4	18.83256881	69.65810398	0.82370533	197.8705597	One-family house detached from any other house	3
642	Hamilton	MI	42.7	-86.0	8.922247706	69.87117737	1.282518173	184.8455505	One-family house detached from any other house	4
643	olympia	WA	47.1	-123.1	9.813073394	146.9873853	2.214339787	212	One-family house detached from any other house	3
644	West Columbia	SC	34.0	-81.1	16.90611621	99.18990826	1.844109631	114.922226	One-family house detached from any other house	3
645	Atlanta	GA	33.9	-84.4	16.65221713	102.9034404	2.095661718	274.2244568	One-family house detached from any other house	5
646	Athens	GA	33.9	-83.4	17.08501529	97.95948012	1.666187158	188.6586151	One-family house detached from any other house	4
647	San Diego	CA	32.7	-117.3	16.81697248	22.42683486	1.389839487	103.6060028	One-family house detached from any other house	2
648	Erie	PA	42.1	-80.1	9.101911315	78.14487768	1.72410661	188.9750061	One-family house detached from any other house	3
649	Tipton	IA	41.8	-91.1	9.620107034	69.42721713	1.016770145	239.0658264	One-family house detached from any other house	4
650	Rome	GA	34.3	-85.2	15.66620795	118.7213303	1.929663839	239.2244415	One-family house detached from any other house	4
651	Fulton	MO	38.8	-92.0	12.78172783	79.97920489	1.029073288	221.4455566	One-family house detached from any other house	3
652	Carrboro	NC	35.9	-79.1	14.88906728	97.33899083	1.698932469	136.7336121	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
653	Brighton	MI	42.5	-83.7	8.57469419	63.89495413	1.064468505	279.9338989	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
654	Alameda	CA	37.8	-122.3	14.09617737	41.10183486	1.87041945	115.6696014	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
655	Summerton	SC	33.6	-80.4	17.50649847	93.68195719	1.484479106	37.58027649	One-family house detached from any other house	3
656	Ocoee	FL	28.6	-81.5	21.8411315	113.3574924	2.152256217	28.14388847	One-family house detached from any other house	3
657	League City	TX	29.5	-95.1	20.45542813	93.55756881	1.584039977	14.17661858	One-family house detached from any other house	4
658	Raleigh	NC	35.8	-78.5	15.40512232	94.05412844	2.156420352	96.75722504	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
659	fountain city	WI	44.1	-91.7	7.040825688	61.33853211	0.898849185	286.2644348	One-family house detached from any other house	3
660	minneapolis	MN	45.0	-93.3	6.540137615	59.26934251	0.919291337	278.4336243	One-family house detached from any other house	2
661	east windsor	NJ	40.3	-74.5	11.50688073	97.69892966	NA	30.44665909	One-family house attached to one or more houses (e.g. a townhouse or condominium)	4
662	Gainesville	FL	29.6	-82.4	20.72599388	115.0859327	3.247236528	36.76833344	One-family house detached from any other house	3
